Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
18-010822,2018-03,03/10/2018 12:45,Y, , ,1, ,151110,3,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,3100,UTAH ST,30, , , , ,896246.1,1006163
18-010919,2018-03,03/11/2018 03:22,Y, , ,1, ,151110,2,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4916,PERNOD AVE,14, , , , ,885186.1,1005446
18-011156,2018-03,03/12/2018 15:45,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,9001,RIVERVIEW DR,74,METRO BUS STATION, ,9001,RIVERVIEW,898799.6,1053936
18-011207,2018-03,03/13/2018 00:10,Y, , ,1, ,151110,3,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,0,S GRAND BLVD / POTOMAC ST,25, , , , ,893567.4,1005225
18-011244,2018-03,03/13/2018 10:25,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,1430,E LINTON AVE,66, , , , ,903069.4,1035303
18-011258,2018-03,03/13/2018 10:30,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4126,W LEXINGTON AVE,56, , , , ,897097.1,1031254
18-011261,2018-03,03/13/2018 11:04,Y, , ,1, ,151110,5,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,6100,LOTUS AVE,50, , , , ,881963.7,1035505
18-011337,2018-03,03/13/2018 17:06,Y, , ,1, ,151110,5,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,5300,DELMAR BLVD,47, , , , ,884758.8,1026501
18-011474,2018-03,03/14/2018 09:00,Y, , ,1, ,151110,1,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4415,MINNESOTA AVE,17, , , , ,894906.9,998704.3
18-011648,2018-03,03/15/2018 14:50,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,3742,N MARKET ST,59, , ,3742,MARKET,898569,1026382
18-012248,2018-03,03/19/2018 11:45,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,9800,RIVERVIEW DR,75, , , , ,905391.6,1059061
18-012557,2018-03,03/21/2018 10:15,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4962,LABADIE AVE,55, , ,4962,LABADIE,890371.9,1033542
18-012566,2018-03,03/21/2018 12:00,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4245,COLLEGE AVE,67, , ,4200,COLLEGE,900373.5,1033244
18-012673,2018-03,03/22/2018 01:27,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,0,S GRAND BLVD / I 64 EASTBOUND,37, , , , ,895987.1,1018872
18-013031,2018-03,03/24/2018 11:00,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,0,BREMEN AVE / N FLORISSANT AVE,65, , , , ,904120,1029881
18-013107,2018-03,03/24/2018 20:09,Y, , ,1, ,151110,1,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4201,OHIO AVE,17, , , , ,897307.9,999942.7
18-013460,2018-03,03/27/2018 02:15,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,3777,LEE AVE,67, , , , ,901073.9,1032099
18-013509,2018-03,03/27/2018 09:58,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4919,ARLINGTON AVE,71, , ,4900,ARLINGTON,891325.3,1040562
18-013508,2018-03,03/27/2018 10:30,Y, , ,1, ,151110,1,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,7511,MICHIGAN AVE,2, , ,7511,MICHIGAN,888663.9,989161.2
18-013580,2018-03,03/27/2018 16:16,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,2522,PALM ST,60, , ,2522,PALM,903326.9,1028252
18-013600,2018-03,03/27/2018 21:30,Y, , ,1, ,151110,5,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,5590,NATURAL BRIDGE AVE,50, , ,5590,NATURAL BRIDGE,886920.1,1037501
18-013734,2018-03,03/28/2018 15:25,Y, , ,1, ,151110,3,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,3514,IOWA AVE,19, , ,3514,IOWA,897661,1004286
18-013749,2018-03,03/28/2018 17:59,Y, , ,1, ,151110,1,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,7109,ALABAMA AVE,1, , ,7109,ALABAMA,888915.2,990870.8
18-013765,2018-03,03/28/2018 20:03,Y, , ,1, ,151110,1,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,7016,VIRGINIA AVE,1, , , , ,889673.3,990530.3
18-013778,2018-03,03/28/2018 21:04,Y, , ,1, ,151110,5,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,5545,WELLS AVE,78, , , , ,884581.3,1032106
18-013845,2018-03,03/29/2018 09:30,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4285,MARGARETTA AVE,68, , ,4283,MARGARETTA,896934.4,1033171
18-013917,2018-03,03/29/2018 17:00,Y, , ,1, ,151110,3,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,1601,MISSOURI AVE,32, , ,1601,MISSOURI,900720.6,1013280
18-014063,2018-03,03/30/2018 15:36,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,2049,E DE SOTO AVE,66, ,OUTSIDE VACANT 2049 E DE SOTO AVE,2000,DE SOTO,902271.9,1034265
18-014080,2018-03,03/30/2018 18:47,Y, , ,1, ,151110,3,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,0,GASCONADE ST / I 55 SOUTHBOUND,18, ,ALIAS GASCONADE/SB55, , ,898661.2,1000422
18-008990,2018-03,02/26/2018 13:30,Y, , ,1, ,151130,6,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,5052,WREN AVE,72, , ,5052,WREN,890780.1,1043174
18-010054,2018-03,03/05/2018 09:05,Y, , ,1, ,151130,4,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,310,N 15TH ST,36,CONFLUENCE ACADEMY,CHARTER SCHOOL,310,15TH,905455.4,1018670
18-010052,2018-03,03/05/2018 13:00,Y, , ,1, ,151130,6,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,4286,FARLIN AVE,68, , ,4286,FARLIN,896952.4,1033303
18-010620,2018-03,03/09/2018 08:50,Y, , ,1, ,151130,1,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,5825,GRAVOIS AVE,5, , ,5825,GRAVOIS,884438.8,999116
18-010694,2018-03,03/09/2018 17:15,Y, , ,1, ,151130,5,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,5400,PAGE BLVD,48, , ,5400,PAGE,884585.3,1029900
18-011640,2018-03,03/15/2018 14:57,Y, , ,1, ,151130,6,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,4500,GOODFELLOW BLVD,70, , , , ,887346.3,1041598
18-012549,2018-03,03/21/2018 10:40,Y, , ,1, ,151130,5,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,2400,N EUCLID AVE,55, , , , ,889900.9,1031388
18-012806,2018-03,03/22/2018 19:34,Y, , ,1, ,151130,1,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,8200,ALABAMA AVE,2, , , , ,886427.1,987988.3
18-012963,2018-03,03/23/2018 21:45,Y, , ,1, ,151130,5,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,2835,GOODFELLOW BLVD,50, , , , ,884530.8,1036172
18-013120,2018-03,03/24/2018 23:16,Y, , ,1, ,151130,3,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,3500,ALBERTA ST,16, , , , ,893625.3,1002191
18-013675,2018-03,03/28/2018 12:03,Y, , ,1, ,151130,6,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,5027,GENEVIEVE AVE,72, , ,5027,GENEVIEVE,890941.3,1042267
18-013763,2018-03,03/28/2018 19:45,Y, , ,1, ,151130,6,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,4200,N KINGSHIGHWAY BLVD,84, , , , ,893143,1037560
18-014203,2018-03,03/31/2018 12:35,Y, , ,1, ,151130,5,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,4949,BARNES JEWISH HOSPITAL PLZ,38, ,@BARNES JEWISH HOSPITAL,4949, ,887396.8,1020150
18-009866,2018-03,03/04/2018 05:54,Y, , ,1, ,151140,3,WEAPONS-STATE VIOL/UNLWFL USE/DISCHARGING,2726,LYNCH ST,24, , ,2726,LYNCH,898371.5,1008988
18-010191,2018-03,03/06/2018 12:56,Y, , ,1, ,151140,6,WEAPONS-STATE VIOL/UNLWFL USE/DISCHARGING,4139,ASHLAND AVE,56, , ,4139,ASHLAND,897513.6,1030803
18-010642,2018-03,03/07/2018 21:44,Y, , ,1, ,151140,3,WEAPONS-STATE VIOL/UNLWFL USE/DISCHARGING,3833,PENNSYLVANIA AVE,16, , ,3833,PENNSYLVANIA,895828.8,1002383
18-012312,2018-03,03/19/2018 18:24,Y, , ,1, ,151140,2,WEAPONS-STATE VIOL/UNLWFL USE/DISCHARGING,4107,POTOMAC ST,15, , , , ,889720.8,1005689
18-013314,2018-03,03/20/2018 10:41,Y, , ,1, ,151140,3,WEAPONS-STATE VIOL/UNLWFL USE/DISCHARGING,3722,S COMPTON AVE,19, , ,3722,COMPTON,895152.2,1003250
18-010226,2018-03,03/06/2018 15:35,Y, , ,1, ,151400,6,WEAPONS-STATE VIOL/DEFACED FIREARM,927,HARLAN AVE,74, , ,927,HARLAN,896466.3,1051964
18-013287,2018-03,03/26/2018 03:42,Y, , ,1, ,151400,3,WEAPONS-STATE VIOL/DEFACED FIREARM,1441,PEABODY CT,33,PEABODY COMPLEX, ,1435,PEABODY,904206.2,1013767
18-007246,2018-03,02/13/2018 11:52,Y, , ,1, ,152200,3,WEAPONS-CITY VIOL/DISCHRGING IN CITY,3610,S BROADWAY,18, , ,3610,BROADWAY,900334.4,1003567
18-007152,2018-03,02/14/2018 18:49,Y, , ,1, ,152200,3,WEAPONS-CITY VIOL/DISCHRGING IN CITY,1441,HICKORY LN,33, , ,1441,HICKORY,904245.2,1013903
18-009466,2018-03,02/28/2018 00:34,Y, , ,1, ,152200,3,WEAPONS-CITY VIOL/DISCHRGING IN CITY,4020,IOWA AVE,16, , ,4020,IOWA,897129.7,1000972
18-009464,2018-03,03/01/2018 12:35,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY,4844,LABADIE AVE,55, , ,4844,LABADIE,891125.3,1032886
18-011202,2018-03,03/05/2018 23:00,Y, , ,1, ,152200,3,WEAPONS-CITY VIOL/DISCHRGING IN CITY,2520,MINNESOTA AVE,25, , ,2520,MINNESOTA,896874,1010037
18-011618,2018-03,03/08/2018 20:46,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,1515,N KINGSHIGHWAY BLVD,52, ,@WOHL REC CENT,1515,KINGSHIGHWAY,887936,1031116
18-011632,2018-03,03/09/2018 19:55,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,5867,MAFFITT AVE,50, , ,5867,MAFFITT,883658.4,1036048
18-011111,2018-03,03/12/2018 11:58,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,5190,LEXINGTON AVE,52, , ,5030,LEXINGTON,889491.3,1035335
18-011272,2018-03,03/13/2018 11:43,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY,4838,SACRAMENTO AVE,69, , ,4828,NATURAL BRIDGE,892540.4,1034676
18-011636,2018-03,03/14/2018 18:05,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,5861,HIGHLAND AVE,50, , ,5861,HIGHLAND,883418,1035449
18-012009,2018-03,03/17/2018 22:12,Y, , ,1, ,152200,4,WEAPONS-CITY VIOL/DISCHRGING IN CITY,0,N 16TH ST / BIDDLE ST,61, , , , ,905964.9,1021426
18-012095,2018-03,03/17/2018 23:07,Y, , ,1, ,152200,3,WEAPONS-CITY VIOL/DISCHRGING IN CITY,3311,EADS AVE,31, , ,3311,EADS,896297.6,1014149
18-012129,2018-03,03/17/2018 23:51,Y, , ,1, ,152200,2,WEAPONS-CITY VIOL/DISCHRGING IN CITY,4008,FLAD AVE,27, , ,4008,FLAD,891942.9,1011739
18-012035,2018-03,03/18/2018 00:40,Y, , ,1, ,152200,2,WEAPONS-CITY VIOL/DISCHRGING IN CITY,3934,SHAW BLVD,27, , ,3934,SHAW,892791.9,1013176
18-012400,2018-03,03/18/2018 22:35,Y, , ,1, ,152200,3,WEAPONS-CITY VIOL/DISCHRGING IN CITY,3169,OREGON AVE,30, , ,3169,OREGON,897207.5,1006843
18-012170,2018-03,03/18/2018 22:45,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY,122,HUMBOLDT AVE,79,RIVER TRAIL BIKE PATH, , , ,901069.1,1044169
18-012576,2018-03,03/19/2018 01:13,Y, , ,1, ,152200,3,WEAPONS-CITY VIOL/DISCHRGING IN CITY,3949,CALIFORNIA AVE,16, , ,3949,CALIFORNIA,896688.8,1001423
18-012578,2018-03,03/19/2018 13:58,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY,4402,RED BUD AVE,68, , ,4402,RED BUD,898426.6,1034765
18-012536,2018-03,03/21/2018 09:00,Y, , ,1, ,152200,3,WEAPONS-CITY VIOL/DISCHRGING IN CITY,3720,S COMPTON AVE,19, , ,3720,COMPTON,895156.4,1003278
18-012643,2018-03,03/21/2018 19:10,Y, , ,1, ,152200,2,WEAPONS-CITY VIOL/DISCHRGING IN CITY,3900,SHAW AVE,27, ,BLK,3900,SHAW,892937,1013013
18-013584,2018-03,03/27/2018 18:47,Y, , ,1, ,152200,2,WEAPONS-CITY VIOL/DISCHRGING IN CITY,4500,WICHITA AVE,39, , ,4500,WICHITA,888278.6,1017123
18-013615,2018-03,03/28/2018 01:01,Y, , ,1, ,152200,2,WEAPONS-CITY VIOL/DISCHRGING IN CITY,3928,SHENANDOAH AVE,27, , ,3941,SHENANDOAH,892405.9,1011039
18-014050,2018-03,03/30/2018 15:09,Y, , ,1, ,152200,3,WEAPONS-CITY VIOL/DISCHRGING IN CITY,3214,KEOKUK ST,16, , ,3106,KEOKUK,894693.4,1002188
18-014130,2018-03,03/31/2018 01:15,Y, , ,1, ,152200,2,WEAPONS-CITY VIOL/DISCHRGING IN CITY,5775,WELLS DR,82,FOREST PARK,FOREST PARK,5800,WELLS,882643.4,1019586
18-011015,2018-03,01/01/2018 12:00,Y, , ,1, ,175400,6,SEX OFFNS-SX MISCONDUCT/SECOND,5200,ALCOTT AVE,72, , ,5200,ALCOTT,0,0
18-011214,2018-03,03/13/2018 01:39,Y, , ,1, ,175400,6,SEX OFFNS-SX MISCONDUCT/SECOND,3500,N KINGSHIGHWAY BLVD,55,N KINGSHIGHWAY, ,3500,KINGSHIGHWAY,0,0
18-012884,2018-03,03/23/2018 11:00,Y, , ,1, ,175400,5,SEX OFFNS-SX MISCONDUCT/SECOND,4500,WEST PINE BLVD,38,WEST PINE APTS, ,4500,WEST PINE,0,0
18-014517,2018-03,02/01/2017 15:49,Y, , ,1, ,175500,5,SEX OFFNS-SX MISCONDUCT/FIRST,5300,MAFFITT AVE,50, , , , ,0,0
18-013578,2018-03,02/23/2018 13:40,Y, , ,1, ,175500,5,SEX OFFNS-SX MISCONDUCT/FIRST,1900,N KINGSHIGHWAY BLVD,52,HAWTHORNE LEADERSHIP ACADEMY, ,1900,KINGSHIGHWAY,0,0
18-013456,2018-03,03/26/2018 19:00,Y, , ,1, ,176200,1,SEX OFFNS-SX ABUSE/2ND/VIC 12-13 OR INCAPACITA,4100,S GRAND BLVD,16, , ,4100,GRAND,0,0
18-010500,2018-03,03/08/2018 12:05,Y, , ,1, ,178100,6,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,4900,UNION BLVD,71, , , , ,0,0
18-010190,2018-03,03/06/2018 12:50,Y, , ,1, ,178200,5,SEX OFFNS-EXPOSURE/EXPOSING PERSON,4000,GARFIELD AVE,56, , ,4000,GARFIELD,0,0
18-010668,2018-03,03/09/2018 15:25,Y, , ,1, ,178200,4,SEX OFFNS-EXPOSURE/EXPOSING PERSON,100,N TUCKER BLVD,35, , , , ,0,0
18-011536,2018-03,03/14/2018 19:54,Y, , ,1, ,178200,4,SEX OFFNS-EXPOSURE/EXPOSING PERSON,700,N TUCKER BLVD,36,SHELL GAS STATION, ,700,TUCKER,0,0
18-011937,2018-03,03/17/2018 12:25,Y, , ,1, ,178200,1,SEX OFFNS-EXPOSURE/EXPOSING PERSON,7700,S BROADWAY,2, ,REAR,7700,BROADWAY,0,0
18-012463,2018-03,03/20/2018 16:20,Y, , ,1, ,178200,3,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1700,S BROADWAY,20,LIFT FOR LIFE ACADEMY, , , ,0,0
18-012555,2018-03,03/21/2018 11:39,Y, , ,1, ,178200,3,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1400,LASALLE ST,33, , ,1400,LASALLE,0,0
18-012701,2018-03,03/22/2018 10:21,Y, , ,1, ,178200,4,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1200,N 13TH ST,61, ,VACANT LOT,1200,13TH,0,0
18-012877,2018-03,03/23/2018 11:00,Y, , ,1, ,178200,3,SEX OFFNS-EXPOSURE/EXPOSING PERSON,0,S 13TH ST / RUSSELL BLVD,21, , , , ,0,0
18-014161,2018-03,03/31/2018 08:15,Y, , ,1, ,178200,4,SEX OFFNS-EXPOSURE/EXPOSING PERSON,3600,SCOTT AVE,37, ,@METROLINK - GRAND,3600,SCOTT,0,0
18-005891,2018-03,02/06/2018 17:18,Y, , ,1, ,179210,1,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,3600,MARCELINE TER,16, , ,3600,MARCELINE,0,0
18-006423,2018-03,02/10/2018 05:46, , , ,-1, ,179210,6,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,4900,CARTER,69, , ,4900,CARTER,0,0
18-011481,2018-03,04/06/2014 00:01,Y, , ,1, ,179210,6,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,900,GUSTAV AVE,74, , ,900,GUSTAV,0,0
18-005005,2018-03,01/31/2018 13:59,Y, , ,1, ,182130,1,DRUGS-POSSESSION/HEROIN,4360,GANNETT ST,5, ,RESIDENCE AND VEHICLE,4360,GANNETT,886380.6,1001708
18-007451,2018-03,02/16/2018 14:04,Y, , ,1, ,182130,5,DRUGS-POSSESSION/HEROIN,0,DR MARTIN LUTHER KING DR / HOD,78, ,ALIAS DR MARTIN L KING/HODIAMONT, , ,881539.9,1034740
18-008534,2018-03,02/23/2018 13:30,Y, , ,1, ,182130,4,DRUGS-POSSESSION/HEROIN,1949,HEBERT ST,63, , ,1949,HEBERT,905456.6,1027515
18-008926,2018-03,02/26/2018 09:10,Y, , ,1, ,182130,6,DRUGS-POSSESSION/HEROIN,5600,GOODFELLOW BLVD,76, , , , ,889400.1,1047281
18-009023,2018-03,02/26/2018 16:00,Y, , ,1, ,182130,4,DRUGS-POSSESSION/HEROIN,709,BIDDLE ST,62, , ,709,BIDDLE,909174.2,1020603
18-009130,2018-03,02/27/2018 09:30, , , ,-1, ,182130,1,DRUGS-POSSESSION/HEROIN,4535,PENNSYLVANIA AVE,17, ,2ND FLOOR,4535,PENNSYLVANIA,895094.8,997793.5
18-009528,2018-03,03/01/2018 20:45,Y, , ,1, ,182130,4,DRUGS-POSSESSION/HEROIN,4314,N GRAND BLVD,67,FAMNILY DOLLAR,PARKING LOT, , ,902522.3,1032298
18-009532,2018-03,03/01/2018 21:20,Y, , ,1, ,182130,4,DRUGS-POSSESSION/HEROIN,0,KNAPP ST / PALM ST,63, , , , ,905767.2,1027715
18-009712,2018-03,03/03/2018 04:59,Y, , ,1, ,182130,5,DRUGS-POSSESSION/HEROIN,1201,HAMILTON AVE,48, , , , ,880748.1,1031588
18-009726,2018-03,03/03/2018 09:07,Y, , ,1, ,182130,5,DRUGS-POSSESSION/HEROIN,0,BELT AVE / DR MARTIN LUTHER KI,78, , , , ,885160.5,1032266
18-010079,2018-03,03/05/2018 16:29,Y, , ,1, ,182130,3,DRUGS-POSSESSION/HEROIN,4038,CALIFORNIA AVE,16, , ,4038,CALIFORNIA,896774.9,1000843
18-010130,2018-03,03/06/2018 04:18,Y, , ,1, ,182130,5,DRUGS-POSSESSION/HEROIN,5750,NATURAL BRIDGE AVE,50, , ,5750,NATURAL BRIDGE,885556.4,1038533
18-010183,2018-03,03/06/2018 11:01,Y, , ,1, ,182130,4,DRUGS-POSSESSION/HEROIN,0,N 20TH ST / DR MARTIN LUTHER K,36, ,ALIAS 20TH/MLK, , ,903953.8,1020786
18-010272,2018-03,03/06/2018 23:19,Y, , ,1, ,182130,5,DRUGS-POSSESSION/HEROIN,5556,NATURAL BRDG,50, , ,5566,NATURAL,0,0
18-010605,2018-03,03/09/2018 03:25,Y, , ,1, ,182130,2,DRUGS-POSSESSION/HEROIN,0,S KINGSHIGHWAY BLVD / NORTHRUP,39, , , , ,886982.3,1014362
18-010836,2018-03,03/10/2018 15:20,Y, , ,1, ,182130,6,DRUGS-POSSESSION/HEROIN,0,LILLIAN AVE / UNION BLVD,71, , , , ,892177.9,1040261
18-010888,2018-03,03/10/2018 20:35,Y, , ,1, ,182130,6,DRUGS-POSSESSION/HEROIN,5967,W FLORISSANT AVE,73, , ,5967,FLORISSANT,891430.6,1046898
18-010908,2018-03,03/10/2018 22:40,Y, , ,1, ,182130,2,DRUGS-POSSESSION/HEROIN,3635,VISTA AVE,29,EMERGENCY ROOM,ST LOUIS UNIVERSITY HOSPITAL, , ,894354.8,1015713
18-011293,2018-03,03/13/2018 14:50,Y, , ,1, ,182130,6,DRUGS-POSSESSION/HEROIN,4700,ROSALIE ST,71, , , , ,896311.8,1038875
18-011450,2018-03,03/14/2018 11:55,Y, , ,1, ,182130,4,DRUGS-POSSESSION/HEROIN,0,N 20TH ST / FERRY ST,65, , , , ,903962.3,1032052
18-011471,2018-03,03/14/2018 14:00,Y, , ,1, ,182130,4,DRUGS-POSSESSION/HEROIN,3500,N MARKET ST,59,JEFF VANDERLOU NEIGHBORHOOD, ,3500,MARKET,899356.2,1025940
18-011723,2018-03,03/16/2018 00:20,Y, , ,1, ,182130,5,DRUGS-POSSESSION/HEROIN,5750,NATURAL BRIDGE AVE,50,GULF GAS STATION, , , ,885556.4,1038533
18-011778,2018-03,03/16/2018 12:00,Y, , ,1, ,182130,4,DRUGS-POSSESSION/HEROIN,2500,BACON ST,59,JEFF VANDRELOU NEIGHBORHOOD, , , ,899622.1,1026214
18-012078,2018-03,03/18/2018 10:04,Y, , ,1, ,182130,4,DRUGS-POSSESSION/HEROIN,1000,MADISON ST,64, ,14TH/MADISON, , ,908599.9,1024686
18-012181,2018-03,03/18/2018 23:49,Y, , ,1, ,182130,5,DRUGS-POSSESSION/HEROIN,2918,UNION BLVD,52, , , , ,888425.2,1034573
18-012396,2018-03,03/20/2018 12:21,Y, , ,1, ,182130,2,DRUGS-POSSESSION/HEROIN,932,S SKINKER BLVD,82, ,CITY STREET,932,SKINKER,876200.3,1020010
18-012455,2018-03,03/20/2018 15:49,Y, , ,1, ,182130,5,DRUGS-POSSESSION/HEROIN,5909,DR MARTIN LUTHER KING DR,50, , ,5909,DR MARTIN LUTHER KING,882214.3,1034422
18-012516,2018-03,03/21/2018 02:00,Y, , ,1, ,182130,1,DRUGS-POSSESSION/HEROIN,0,CHIPPEWA ST / S KINGSHIGHWAY B,5, , , , ,885013.8,1004274
18-012644,2018-03,03/21/2018 19:07,Y, , ,1, ,182130,6,DRUGS-POSSESSION/HEROIN,2006,E OBEAR AVE,66, ,REAR,2006,OBEAR,903209.7,1033402
18-012794,2018-03,03/22/2018 18:29,Y, , ,1, ,182130,1,DRUGS-POSSESSION/HEROIN,4654,S COMPTON AVE,17, ,REAR,4654,COMPTON,894163.3,997084.4
18-012813,2018-03,03/22/2018 21:53,Y, , ,1, ,182130,4,DRUGS-POSSESSION/HEROIN,1908,E GRAND BLVD,66, , ,1908,GRAND,903679,1033203
18-013129,2018-03,03/24/2018 23:44,Y, , ,1, ,182130,3,DRUGS-POSSESSION/HEROIN,1519,CASTLE LN,33, , ,1500,LASALLE,904092.8,1014542
18-014016,2018-03,03/30/2018 12:30,Y, , ,1, ,182130,3,DRUGS-POSSESSION/HEROIN,0,NEBRASKA AVE / WINNEBAGO ST,19, , , , ,896495.6,1003425
18-014198,2018-03,03/31/2018 10:34,Y, , ,1, ,182130,6,DRUGS-POSSESSION/HEROIN,11005,RIVERVIEW DR,75, , ,11005,RIVERVIEW,910791.1,1068274
18-005004,2018-03,01/31/2018 15:30,Y, , ,1, ,182250,6,DRUGS-POSSESSION/COCAINE,3524,N KINGSHIGHWAY BLVD,55, ,WHITE CASTLE - N KINGSHIGHWAY,3524,KINGSHIGHWAY,891147.3,1035041
18-008881,2018-03,02/25/2018 20:40,Y, , ,1, ,182250,4,DRUGS-POSSESSION/COCAINE,0,N 22ND ST / ANGELICA ST,65, , , , ,903507.4,1030738
18-009428,2018-03,03/01/2018 09:00,Y, , ,1, ,182250,6,DRUGS-POSSESSION/COCAINE,4512,ANDERSON AVE,69, ,SEARCH WARRANT,4512,ANDERSON,895719.1,1035847
18-009621,2018-03,03/02/2018 15:53,Y, , ,1, ,182250,5,DRUGS-POSSESSION/COCAINE,770,AUBERT AVE,53, , ,4014,UNION,888380.6,1026921
18-009623,2018-03,03/02/2018 16:11,Y, , ,1, ,182250,5,DRUGS-POSSESSION/COCAINE,785,AUBERT AVE,53, , ,785,AUBERT,888164.8,1027052
18-009650,2018-03,03/02/2018 18:43,Y, , ,1, ,182250,6,DRUGS-POSSESSION/COCAINE,5590,W FLORISSANT AVE,72, , ,5590,FLORISSANT,893144.3,1044000
18-009670,2018-03,03/02/2018 20:25,Y, , ,1, ,182250,6,DRUGS-POSSESSION/COCAINE,0,GOODFELLOW BLVD / OXFORD LN,73, , , , ,891585.1,1050780
18-010869,2018-03,03/10/2018 17:05,Y, , ,1, ,182250,5,DRUGS-POSSESSION/COCAINE,500,S KINGSHIGHWAY BLVD,38, , ,500,KINGSHIGHWAY,887196.6,1020593
18-012187,2018-03,03/19/2018 01:43,Y, , ,1, ,182250,4,DRUGS-POSSESSION/COCAINE,4100,BLAIR AVE,65, , , , ,905076.9,1031357
18-012710,2018-03,03/22/2018 11:28,Y, , ,1, ,182250,4,DRUGS-POSSESSION/COCAINE,0,ALDINE AVE / PRAIRIE AVE,59, , , , ,897595.6,1025844
18-012780,2018-03,03/22/2018 17:30,Y, , ,1, ,182250,4,DRUGS-POSSESSION/COCAINE,919,N JEFFERSON AVE,59, ,@CENTRAL PATROL DIVISION, , ,902219.7,1021301
18-013319,2018-03,03/26/2018 10:07,Y, , ,1, ,182250,3,DRUGS-POSSESSION/COCAINE,3724,OHIO AVE,19,DUTCHTOWN NEIGHBORHOOD, ,3724,OHIO,897754.5,1002818
18-014184,2018-03,03/31/2018 11:27,Y, , ,1, ,182250,4,DRUGS-POSSESSION/COCAINE,1200,LUCAS AVE,36, , ,1200,LUCAS,906895,1019243
